"State","District","Crop","Year","Season","Area","Area Units","Production","Production Units","Yield"
"Andhra Pradesh","KADAPA","Bajra","2001-02","Rabi","1524.0","Hectare","2746.0","Tonnes","1.8018372703412073"
"Andhra Pradesh","KADAPA","Bajra","2002-03","Kharif","2866.0","Hectare","2814.0","Tonnes","0.9818562456385206"
"Andhra Pradesh","KADAPA","Bajra","2002-03","Rabi","674.0","Hectare","661.0","Tonnes","0.9807121661721068"
"Andhra Pradesh","KADAPA","Bajra","2003-04","Kharif","4332.0","Hectare","3829.0","Tonnes","0.883887349953832"
"Andhra Pradesh","KADAPA","Bajra","2003-04","Rabi","992.0","Hectare","877.0","Tonnes","0.8840725806451613"
"Andhra Pradesh","KARIMNAGAR","Bajra","2001-02","Rabi","471.0","Hectare","220.0","Tonnes","0.46709129511677283"
"Andhra Pradesh","KARIMNAGAR","Bajra","2002-03","Rabi","330.0","Hectare","156.0","Tonnes","0.4727272727272727"
"Andhra Pradesh","KARIMNAGAR","Bajra","2003-04","Rabi","939.0","Hectare","574.0","Tonnes","0.6112886048988285"
"Andhra Pradesh","KHAMMAM","Bajra","2001-02","Kharif","124.0","Hectare","58.0","Tonnes","0.46774193548387094"
"Andhra Pradesh","KHAMMAM","Bajra","2001-02","Rabi","73.0","Hectare","34.0","Tonnes","0.4657534246575342"
"Andhra Pradesh","KHAMMAM","Bajra","2002-03","Kharif","292.0","Hectare","138.0","Tonnes","0.4726027397260274"
"Andhra Pradesh","KHAMMAM","Bajra","2002-03","Rabi","24.0","Hectare","11.0","Tonnes","0.4583333333333333"
"Andhra Pradesh","KHAMMAM","Bajra","2003-04","Kharif","675.0","Hectare","412.0","Tonnes","0.6103703703703703"
"Andhra Pradesh","KHAMMAM","Bajra","2003-04","Rabi","61.0","Hectare","37.0","Tonnes","0.6065573770491803"
"Andhra Pradesh","KRISHNA","Bajra","2003-04","Kharif","10.0","Hectare","14.0","Tonnes","1.4"
"Andhra Pradesh","KURNOOL","Bajra","2001-02","Kharif","13932.0","Hectare","11062.0","Tonnes","0.7939994257823715"
"Andhra Pradesh","KURNOOL","Bajra","2001-02","Rabi","184.0","Hectare","146.0","Tonnes","0.7934782608695652"
"Andhra Pradesh","KURNOOL","Bajra","2002-03","Kharif","10352.0","Hectare","6863.0","Tonnes","0.6629636785162287"
"Andhra Pradesh","KURNOOL","Bajra","2002-03","Rabi","362.0","Hectare","240.0","Tonnes","0.6629834254143646"
"Andhra Pradesh","KURNOOL","Bajra","2003-04","Kharif","14793.0","Hectare","17707.0","Tonnes","1.1969850605015886"
"Andhra Pradesh","KURNOOL","Bajra","2003-04","Rabi","236.0","Hectare","282.0","Tonnes","1.194915254237288"
"Andhra Pradesh","MAHBUBNAGAR","Bajra","2001-02","Kharif","17952.0","Hectare","8617.0","Tonnes","0.48000222816399285"
"Andhra Pradesh","MAHBUBNAGAR","Bajra","2001-02","Rabi","29.0","Hectare","14.0","Tonnes","0.4827586206896552"
"Andhra Pradesh","MAHBUBNAGAR","Bajra","2002-03","Kharif","11793.0","Hectare","6498.0","Tonnes","0.5510048333757314"
"Andhra Pradesh","MAHBUBNAGAR","Bajra","2002-03","Rabi","1.0","Hectare","1.0","Tonnes","1.0"
"Andhra Pradesh","MAHBUBNAGAR","Bajra","2003-04","Kharif","11501.0","Hectare","6671.0","Tonnes","0.5800365185636032"
"Andhra Pradesh","MAHBUBNAGAR","Bajra","2003-04","Rabi","48.0","Hectare","28.0","Tonnes","0.5833333333333334"
"Andhra Pradesh","MEDAK","Bajra","2001-02","Kharif","870.0","Hectare","406.0","Tonnes","0.4666666666666667"
"Andhra Pradesh","MEDAK","Bajra","2002-03","Kharif","588.0","Hectare","279.0","Tonnes","0.4744897959183674"
"Andhra Pradesh","MEDAK","Bajra","2003-04","Kharif","665.0","Hectare","406.0","Tonnes","0.6105263157894737"
"Andhra Pradesh","MEDAK","Bajra","2003-04","Rabi","9.0","Hectare","5.0","Tonnes","0.5555555555555556"
"Andhra Pradesh","NALGONDA","Bajra","2001-02","Kharif","9786.0","Hectare","4325.0","Tonnes","0.4419578990394441"
"Andhra Pradesh","NALGONDA","Bajra","2001-02","Rabi","24.0","Hectare","11.0","Tonnes","0.4583333333333333"
"Andhra Pradesh","NALGONDA","Bajra","2002-03","Kharif","15097.0","Hectare","6235.0","Tonnes","0.4129959594621448"
"Andhra Pradesh","NALGONDA","Bajra","2003-04","Kharif","21433.0","Hectare","13438.0","Tonnes","0.6269770914011105"
"Andhra Pradesh","NALGONDA","Bajra","2003-04","Rabi","5.0","Hectare","3.0","Tonnes","0.6"
"Andhra Pradesh","NIZAMABAD","Bajra","2001-02","Rabi","5605.0","Hectare","2618.0","Tonnes","0.4670829616413916"
"Andhra Pradesh","NIZAMABAD","Bajra","2002-03","Rabi","4503.0","Hectare","2134.0","Tonnes","0.4739062846990895"
"Andhra Pradesh","NIZAMABAD","Bajra","2003-04","Rabi","4778.0","Hectare","2919.0","Tonnes","0.6109250732524069"
"Andhra Pradesh","PRAKASAM","Bajra","2001-02","Kharif","7969.0","Hectare","9786.0","Tonnes","1.2280085330656294"
"Andhra Pradesh","PRAKASAM","Bajra","2001-02","Rabi","717.0","Hectare","880.0","Tonnes","1.2273361227336124"
"Andhra Pradesh","PRAKASAM","Bajra","2002-03","Kharif","10062.0","Hectare","9378.0","Tonnes","0.9320214669051878"
"Andhra Pradesh","PRAKASAM","Bajra","2002-03","Rabi","198.0","Hectare","185.0","Tonnes","0.9343434343434344"
"Andhra Pradesh","PRAKASAM","Bajra","2003-04","Kharif","26565.0","Hectare","37324.0","Tonnes","1.4050065876152833"
"Andhra Pradesh","PRAKASAM","Bajra","2003-04","Rabi","66.0","Hectare","93.0","Tonnes","1.4090909090909092"
"Andhra Pradesh","RANGAREDDI","Bajra","2001-02","Kharif","706.0","Hectare","330.0","Tonnes","0.46742209631728043"
"Andhra Pradesh","RANGAREDDI","Bajra","2001-02","Rabi","34.0","Hectare","16.0","Tonnes","0.47058823529411764"
"Andhra Pradesh","RANGAREDDI","Bajra","2002-03","Kharif","691.0","Hectare","328.0","Tonnes","0.47467438494934877"
"Andhra Pradesh","RANGAREDDI","Bajra","2002-03","Rabi","1.0","Hectare","","Tonnes","0.0"
"Andhra Pradesh","RANGAREDDI","Bajra","2003-04","Kharif","969.0","Hectare","592.0","Tonnes","0.6109391124871001"
"Andhra Pradesh","RANGAREDDI","Bajra","2003-04","Rabi","1.0","Hectare","1.0","Tonnes","1.0"
"Andhra Pradesh","SPSR NELLORE","Bajra","2001-02","Kharif","917.0","Hectare","1357.0","Tonnes","1.479825517993457"
"Andhra Pradesh","SPSR NELLORE","Bajra","2001-02","Rabi","67.0","Hectare","99.0","Tonnes","1.4776119402985075"
"Andhra Pradesh","SPSR NELLORE","Bajra","2002-03","Kharif","1326.0","Hectare","1671.0","Tonnes","1.260180995475113"
"Andhra Pradesh","SPSR NELLORE","Bajra","2002-03","Rabi","36.0","Hectare","45.0","Tonnes","1.25"
"Andhra Pradesh","SPSR NELLORE","Bajra","2003-04","Kharif","1216.0","Hectare","1982.0","Tonnes","1.6299342105263157"
"Andhra Pradesh","SPSR NELLORE","Bajra","2003-04","Rabi","12.0","Hectare","20.0","Tonnes","1.6666666666666667"
"Andhra Pradesh","SRIKAKULAM","Bajra","2001-02","Kharif","2910.0","Hectare","2927.0","Tonnes","1.0058419243986254"
"Andhra Pradesh","SRIKAKULAM","Bajra","2002-03","Kharif","3476.0","Hectare","4508.0","Tonnes","1.2968929804372842"
"Andhra Pradesh","SRIKAKULAM","Bajra","2003-04","Kharif","3654.0","Hectare","8634.0","Tonnes","2.3628899835796386"
"Andhra Pradesh","VISAKHAPATANAM","Bajra","2001-02","Kharif","15686.0","Hectare","13019.0","Tonnes","0.8299757745760551"
"Andhra Pradesh","VISAKHAPATANAM","Bajra","2002-03","Kharif","14123.0","Hectare","8897.0","Tonnes","0.6299653048219217"
"Andhra Pradesh","VISAKHAPATANAM","Bajra","2002-03","Rabi","2.0","Hectare","","Tonnes","0.0"
"Andhra Pradesh","VISAKHAPATANAM","Bajra","2003-04","Kharif","17771.0","Hectare","20312.0","Tonnes","1.1429857633222666"
"Andhra Pradesh","VIZIANAGARAM","Bajra","2001-02","Kharif","2724.0","Hectare","2956.0","Tonnes","1.0851688693098385"
"Andhra Pradesh","VIZIANAGARAM","Bajra","2002-03","Kharif","3090.0","Hectare","2735.0","Tonnes","0.8851132686084142"
"Andhra Pradesh","VIZIANAGARAM","Bajra","2003-04","Kharif","1565.0","Hectare","2038.0","Tonnes","1.3022364217252396"
"Andhra Pradesh","WARANGAL","Bajra","2001-02","Kharif","55.0","Hectare","26.0","Tonnes","0.4727272727272727"
"Andhra Pradesh","WARANGAL","Bajra","2002-03","Kharif","49.0","Hectare","23.0","Tonnes","0.46938775510204084"
"Andhra Pradesh","WARANGAL","Bajra","2003-04","Kharif","62.0","Hectare","38.0","Tonnes","0.6129032258064516"
"Andhra Pradesh","WARANGAL","Bajra","2003-04","Rabi","290.0","Hectare","177.0","Tonnes","0.6103448275862069"
"Andhra Pradesh","WEST GODAVARI","Bajra","2003-04","Kharif","75.0","Hectare","102.0","Tonnes","1.36"
"Andhra Pradesh","ADILABAD","Banana","2001-02","Whole Year","225.0","Hectare","5063.0","Tonnes","22.502222222222223"
"Andhra Pradesh","ADILABAD","Banana","2002-03","Whole Year","13.0","Hectare","317.0","Tonnes","24.384615384615383"
"Andhra Pradesh","ADILABAD","Banana","2003-04","Whole Year","110.0","Hectare","1540.0","Tonnes","14.0"
"Andhra Pradesh","ANANTAPUR","Banana","2001-02","Whole Year","1582.0","Hectare","462.0","Tonnes","0.2920353982300885"
"Andhra Pradesh","ANANTAPUR","Banana","2002-03","Whole Year","19.0","Hectare","1006.0","Tonnes","52.94736842105263"
"Andhra Pradesh","ANANTAPUR","Banana","2003-04","Whole Year","36.0","Hectare","1302.0","Tonnes","36.166666666666664"
"Andhra Pradesh","CHITTOOR","Banana","2001-02","Whole Year","1005.0","Hectare","7156.0","Tonnes","7.120398009950248"
"Andhra Pradesh","CHITTOOR","Banana","2002-03","Whole Year","960.0","Hectare","50841.0","Tonnes","52.959375"
"Andhra Pradesh","CHITTOOR","Banana","2003-04","Whole Year","587.0","Hectare","21222.0","Tonnes","36.15332197614992"
"Andhra Pradesh","EAST GODAVARI","Banana","2001-02","Whole Year","10258.0","Hectare","122822.0","Tonnes","11.973289140183272"
"Andhra Pradesh","EAST GODAVARI","Banana","2002-03","Whole Year","7949.0","Hectare","116270.0","Tonnes","14.626997106554283"
"Andhra Pradesh","EAST GODAVARI","Banana","2003-04","Whole Year","9547.0","Hectare","67488.0","Tonnes","7.069026919451137"
"Andhra Pradesh","GUNTUR","Banana","2001-02","Whole Year","7967.0","Hectare","204939.0","Tonnes","25.723484373038787"
"Andhra Pradesh","GUNTUR","Banana","2002-03","Whole Year","6720.0","Hectare","151697.0","Tonnes","22.573958333333334"
"Andhra Pradesh","GUNTUR","Banana","2003-04","Whole Year","5681.0","Hectare","42238.0","Tonnes","7.434958634043302"
"Andhra Pradesh","KADAPA","Banana","2001-02","Whole Year","4074.0","Hectare","132748.0","Tonnes","32.58419243986254"
"Andhra Pradesh","KADAPA","Banana","2002-03","Whole Year","4574.0","Hectare","299574.0","Tonnes","65.4949715784871"
"Andhra Pradesh","KADAPA","Banana","2003-04","Whole Year","3771.0","Hectare","158827.0","Tonnes","42.118005833996286"
"Andhra Pradesh","KARIMNAGAR","Banana","2001-02","Whole Year","1.0","Hectare","","Tonnes","0.0"
"Andhra Pradesh","KARIMNAGAR","Banana","2002-03","Whole Year","9.0","Hectare","220.0","Tonnes","24.444444444444443"
"Andhra Pradesh","KHAMMAM","Banana","2001-02","Whole Year","673.0","Hectare","13682.0","Tonnes","20.329866270430905"
"Andhra Pradesh","KHAMMAM","Banana","2002-03","Whole Year","735.0","Hectare","17937.0","Tonnes","24.40408163265306"
"Andhra Pradesh","KHAMMAM","Banana","2003-04","Whole Year","859.0","Hectare","12028.0","Tonnes","14.0023282887078"
"Andhra Pradesh","KRISHNA","Banana","2001-02","Whole Year","1556.0","Hectare","3946.0","Tonnes","2.5359897172236505"
"Andhra Pradesh","KRISHNA","Banana","2002-03","Whole Year","1346.0","Hectare","20586.0","Tonnes","15.294205052005944"
"Andhra Pradesh","KRISHNA","Banana","2003-04","Whole Year","1249.0","Hectare","15574.0","Tonnes","12.469175340272217"
"Andhra Pradesh","KURNOOL","Banana","2001-02","Whole Year","2704.0","Hectare","29845.0","Tonnes","11.037352071005918"
"Andhra Pradesh","KURNOOL","Banana","2002-03","Whole Year","1862.0","Hectare","49164.0","Tonnes","26.403866809881848"
"Andhra Pradesh","KURNOOL","Banana","2003-04","Whole Year","2960.0","Hectare","23820.0","Tonnes","8.047297297297296"
"Andhra Pradesh","MAHBUBNAGAR","Banana","2001-02","Whole Year","12.0","Hectare","","Tonnes","0.0"
"Andhra Pradesh","MEDAK","Banana","2001-02","Whole Year","527.0","Hectare","2160.0","Tonnes","4.098671726755218"
"Andhra Pradesh","MEDAK","Banana","2002-03","Whole Year","297.0","Hectare","7248.0","Tonnes","24.404040404040405"
"Andhra Pradesh","MEDAK","Banana","2003-04","Whole Year","121.0","Hectare","1694.0","Tonnes","14.0"
"Andhra Pradesh","NALGONDA","Banana","2001-02","Whole Year","9.0","Hectare","","Tonnes","0.0"
"Andhra Pradesh","NALGONDA","Banana","2002-03","Whole Year","3.0","Hectare","73.0","Tonnes","24.333333333333332"
"Andhra Pradesh","NIZAMABAD","Banana","2001-02","Whole Year","398.0","Hectare","2070.0","Tonnes","5.201005025125628"
"Andhra Pradesh","NIZAMABAD","Banana","2002-03","Whole Year","405.0","Hectare","9884.0","Tonnes","24.404938271604937"
"Andhra Pradesh","NIZAMABAD","Banana","2003-04","Whole Year","360.0","Hectare","5041.0","Tonnes","14.002777777777778"
"Andhra Pradesh","PRAKASAM","Banana","2001-02","Whole Year","511.0","Hectare","8370.0","Tonnes","16.379647749510763"
"Andhra Pradesh","PRAKASAM","Banana","2002-03","Whole Year","538.0","Hectare","10429.0","Tonnes","19.38475836431227"
"Andhra Pradesh","PRAKASAM","Banana","2003-04","Whole Year","82.0","Hectare","794.0","Tonnes","9.682926829268293"
"Andhra Pradesh","RANGAREDDI","Banana","2001-02","Whole Year","249.0","Hectare","3533.0","Tonnes","14.188755020080322"
"Andhra Pradesh","RANGAREDDI","Banana","2002-03","Whole Year","204.0","Hectare","4978.0","Tonnes","24.401960784313726"
"Andhra Pradesh","RANGAREDDI","Banana","2003-04","Whole Year","86.0","Hectare","1204.0","Tonnes","14.0"
"Andhra Pradesh","SPSR NELLORE","Banana","2001-02","Whole Year","479.0","Hectare","8030.0","Tonnes","16.764091858037578"
"Andhra Pradesh","SPSR NELLORE","Banana","2002-03","Whole Year","521.0","Hectare","10099.0","Tonnes","19.383877159309023"
"Andhra Pradesh","SPSR NELLORE","Banana","2003-04","Whole Year","485.0","Hectare","4699.0","Tonnes","9.688659793814432"
"Andhra Pradesh","SRIKAKULAM","Banana","2001-02","Whole Year","1132.0","Hectare","14223.0","Tonnes","12.564487632508834"
"Andhra Pradesh","SRIKAKULAM","Banana","2002-03","Whole Year","765.0","Hectare","14829.0","Tonnes","19.384313725490195"
"Andhra Pradesh","SRIKAKULAM","Banana","2003-04","Whole Year","535.0","Hectare","3003.0","Tonnes","5.613084112149533"
"Andhra Pradesh","VISAKHAPATANAM","Banana","2001-02","Whole Year","2431.0","Hectare","18798.0","Tonnes","7.732620320855615"
"Andhra Pradesh","VISAKHAPATANAM","Banana","2002-03","Whole Year","1594.0","Hectare","27219.0","Tonnes","17.075909661229613"
"Andhra Pradesh","VISAKHAPATANAM","Banana","2003-04","Whole Year","1452.0","Hectare","17908.0","Tonnes","12.333333333333334"
"Andhra Pradesh","VIZIANAGARAM","Banana","2001-02","Whole Year","6173.0","Hectare","77495.0","Tonnes","12.553863599546412"
"Andhra Pradesh","VIZIANAGARAM","Banana","2002-03","Whole Year","4684.0","Hectare","97277.0","Tonnes","20.76793339026473"
"Andhra Pradesh","VIZIANAGARAM","Banana","2003-04","Whole Year","4645.0","Hectare","106645.0","Tonnes","22.95909580193757"
"Andhra Pradesh","WARANGAL","Banana","2001-02","Whole Year","277.0","Hectare","6233.0","Tonnes","22.501805054151625"
"Andhra Pradesh","WARANGAL","Banana","2002-03","Whole Year","609.0","Hectare","14862.0","Tonnes","24.40394088669951"
"Andhra Pradesh","WARANGAL","Banana","2003-04","Whole Year","436.0","Hectare","6105.0","Tonnes","14.002293577981652"
"Andhra Pradesh","WEST GODAVARI","Banana","2001-02","Whole Year","8264.0","Hectare","99790.0","Tonnes","12.075266214908035"
"Andhra Pradesh","WEST GODAVARI","Banana","2002-03","Whole Year","5547.0","Hectare","123149.0","Tonnes","22.20100955471426"
"Andhra Pradesh","WEST GODAVARI","Banana","2003-04","Whole Year","5712.0","Hectare","24247.0","Tonnes","4.244922969187675"
"Andhra Pradesh","ADILABAD","Cashewnut","2001-02","Whole Year","24.0","Hectare","2.0","Tonnes","0.08333333333333333"
"Andhra Pradesh","ADILABAD","Cashewnut","2002-03","Whole Year","86.0","Hectare","19.0","Tonnes","0.22093023255813954"
"Andhra Pradesh","ADILABAD","Cashewnut","2003-04","Whole Year","24.0","Hectare","4.0","Tonnes","0.16666666666666666"
"Andhra Pradesh","CHITTOOR","Cashewnut","2001-02","Whole Year","126.0","Hectare","34.0","Tonnes","0.2698412698412698"
"Andhra Pradesh","CHITTOOR","Cashewnut","2002-03","Whole Year","121.0","Hectare","15.0","Tonnes","0.12396694214876033"
"Andhra Pradesh","CHITTOOR","Cashewnut","2003-04","Whole Year","124.0","Hectare","33.0","Tonnes","0.2661290322580645"
"Andhra Pradesh","EAST GODAVARI","Cashewnut","2001-02","Whole Year","34634.0","Hectare","5151.0","Tonnes","0.14872668476063983"
"Andhra Pradesh","EAST GODAVARI","Cashewnut","2002-03","Whole Year","34227.0","Hectare","975.0","Tonnes","0.028486282759225174"
"Andhra Pradesh","EAST GODAVARI","Cashewnut","2003-04","Whole Year","34019.0","Hectare","3304.0","Tonnes","0.09712219641964784"
"Andhra Pradesh","GUNTUR","Cashewnut","2001-02","Whole Year","150.0","Hectare","41.0","Tonnes","0.2733333333333333"
"Andhra Pradesh","GUNTUR","Cashewnut","2002-03","Whole Year","150.0","Hectare","19.0","Tonnes","0.12666666666666668"
"Andhra Pradesh","GUNTUR","Cashewnut","2003-04","Whole Year","150.0","Hectare","40.0","Tonnes","0.26666666666666666"
"Andhra Pradesh","KADAPA","Cashewnut","2001-02","Whole Year","7.0","Hectare","2.0","Tonnes","0.2857142857142857"
"Andhra Pradesh","KADAPA","Cashewnut","2002-03","Whole Year","7.0","Hectare","1.0","Tonnes","0.14285714285714285"
"Andhra Pradesh","KADAPA","Cashewnut","2003-04","Whole Year","7.0","Hectare","2.0","Tonnes","0.2857142857142857"
"Andhra Pradesh","KHAMMAM","Cashewnut","2001-02","Whole Year","10314.0","Hectare","1082.0","Tonnes","0.10490595307349235"
"Andhra Pradesh","KHAMMAM","Cashewnut","2002-03","Whole Year","10618.0","Hectare","2334.0","Tonnes","0.21981540779807873"
"Andhra Pradesh","KHAMMAM","Cashewnut","2003-04","Whole Year","10477.0","Hectare","1836.0","Tonnes","0.1752410041042283"
"Andhra Pradesh","KRISHNA","Cashewnut","2001-02","Whole Year","803.0","Hectare","220.0","Tonnes","0.273972602739726"
"Andhra Pradesh","KRISHNA","Cashewnut","2002-03","Whole Year","478.0","Hectare","59.0","Tonnes","0.12343096234309624"
"Andhra Pradesh","KRISHNA","Cashewnut","2003-04","Whole Year","355.0","Hectare","95.0","Tonnes","0.2676056338028169"
"Andhra Pradesh","MAHBUBNAGAR","Cashewnut","2001-02","Whole Year","18.0","Hectare","2.0","Tonnes","0.1111111111111111"
"Andhra Pradesh","MAHBUBNAGAR","Cashewnut","2002-03","Whole Year","10.0","Hectare","2.0","Tonnes","0.2"
"Andhra Pradesh","MAHBUBNAGAR","Cashewnut","2003-04","Whole Year","3.0","Hectare","0.0","Tonnes","0.0"
"Andhra Pradesh","MEDAK","Cashewnut","2001-02","Whole Year","18.0","Hectare","2.0","Tonnes","0.1111111111111111"
"Andhra Pradesh","MEDAK","Cashewnut","2002-03","Whole Year","15.0","Hectare","3.0","Tonnes","0.2"
"Andhra Pradesh","MEDAK","Cashewnut","2003-04","Whole Year","19.0","Hectare","3.0","Tonnes","0.15789473684210525"
"Andhra Pradesh","PRAKASAM","Cashewnut","2001-02","Whole Year","702.0","Hectare","193.0","Tonnes","0.27492877492877493"
"Andhra Pradesh","PRAKASAM","Cashewnut","2002-03","Whole Year","687.0","Hectare","85.0","Tonnes","0.12372634643377002"
"Andhra Pradesh","PRAKASAM","Cashewnut","2003-04","Whole Year","698.0","Hectare","187.0","Tonnes","0.2679083094555874"
"Andhra Pradesh","RANGAREDDI","Cashewnut","2002-03","Whole Year","3.0","Hectare","1.0","Tonnes","0.3333333333333333"
"Andhra Pradesh","RANGAREDDI","Cashewnut","2003-04","Whole Year","3.0","Hectare","0.0","Tonnes","0.0"
"Andhra Pradesh","SPSR NELLORE","Cashewnut","2001-02","Whole Year","665.0","Hectare","183.0","Tonnes","0.27518796992481204"
"Andhra Pradesh","SPSR NELLORE","Cashewnut","2002-03","Whole Year","778.0","Hectare","97.0","Tonnes","0.12467866323907455"
"Andhra Pradesh","SPSR NELLORE","Cashewnut","2003-04","Whole Year","806.0","Hectare","216.0","Tonnes","0.2679900744416873"
"Andhra Pradesh","SRIKAKULAM","Cashewnut","2001-02","Whole Year","18901.0","Hectare","7965.0","Tonnes","0.4214062748002751"
"Andhra Pradesh","SRIKAKULAM","Cashewnut","2002-03","Whole Year","19080.0","Hectare","8414.0","Tonnes","0.4409853249475891"
"Andhra Pradesh","SRIKAKULAM","Cashewnut","2003-04","Whole Year","19494.0","Hectare","7427.0","Tonnes","0.3809890222632605"
"Andhra Pradesh","VISAKHAPATANAM","Cashewnut","2001-02","Whole Year","29675.0","Hectare","14486.0","Tonnes","0.48815501263689975"
"Andhra Pradesh","VISAKHAPATANAM","Cashewnut","2002-03","Whole Year","31179.0","Hectare","3802.0","Tonnes","0.12194105006574939"
"Andhra Pradesh","VISAKHAPATANAM","Cashewnut","2003-04","Whole Year","31045.0","Hectare","16996.0","Tonnes","0.5474633596392333"
"Andhra Pradesh","VIZIANAGARAM","Cashewnut","2001-02","Whole Year","9138.0","Hectare","2512.0","Tonnes","0.274896038520464"
"Andhra Pradesh","VIZIANAGARAM","Cashewnut","2002-03","Whole Year","10741.0","Hectare","1335.0","Tonnes","0.12429010334233312"
"Andhra Pradesh","VIZIANAGARAM","Cashewnut","2003-04","Whole Year","11179.0","Hectare","2996.0","Tonnes","0.2680025046963056"
"Andhra Pradesh","WEST GODAVARI","Cashewnut","2001-02","Whole Year","42195.0","Hectare","6854.0","Tonnes","0.16243630761938618"
"Andhra Pradesh","WEST GODAVARI","Cashewnut","2002-03","Whole Year","42464.0","Hectare","2482.0","Tonnes","0.05844951017332328"
